group_number,product_tp,credit_seg,fico_grp,SA_SE,used_in_3mth,okr_type,quarter,okr,modified_okr,remark,cohort_type,n_M00,a_lmt_M00,current_pct_bad,reduced_ratio
1141,XPC,1]NTB,ALL,01]SA,Y,a_lmt_fpd,q2,0.14311811040097236,0.14311811040097236,nan,CP,33295.0,793603000.0,0.15106797731359384,0.9473755652654383
1142,XPC,1]NTB,ALL,01]SA,Y,a_lmt_fpd,q3,0.13046140676007006,0.13046140676007006,nan,CP,33295.0,793603000.0,0.15106797731359384,0.8635940526909439
1143,XPC,1]NTB,ALL,01]SA,Y,a_lmt_fpd,q4,0.11799942163672009,0.11799942163672009,nan,CP,33295.0,793603000.0,0.15106797731359384,0.7811014864637492
1144,XPC,1]NTB,ALL,01]SA,N,a_lmt_91pM04,q2,0.0,0.0,filled_by_consolidated_okr,CP,28087.0,1341498000.0,0.0,0.9451612304493207
1145,XPC,1]NTB,ALL,01]SA,N,a_lmt_91pM04,q3,0.0,0.0,filled_by_consolidated_okr,CP,28087.0,1341498000.0,0.0,0.8628578648764865
1146,XPC,1]NTB,ALL,01]SA,N,a_lmt_91pM04,q4,0.0,0.0,filled_by_consolidated_okr,CP,28087.0,1341498000.0,0.0,0.7805544993036524
1147,XPC,1]NTB,ALL,01]SA,N,a_lmt_61pM03,q2,0.0,0.0,filled_by_consolidated_okr,CP,28087.0,1341498000.0,0.0,0.9464882472969628
1148,XPC,1]NTB,ALL,01]SA,N,a_lmt_61pM03,q3,0.0,0.0,filled_by_consolidated_okr,CP,28087.0,1341498000.0,0.0,0.8640763418594963
1149,XPC,1]NTB,ALL,01]SA,N,a_lmt_61pM03,q4,0.0,0.0,filled_by_consolidated_okr,CP,28087.0,1341498000.0,0.0,0.7791671059542279
1150,XPC,1]NTB,ALL,01]SA,N,a_lmt_fpd,q2,0.0,0.0,filled_by_consolidated_okr,CP,28087.0,1341498000.0,0.0,0.9473755652654383
1151,XPC,1]NTB,ALL,01]SA,N,a_lmt_fpd,q3,0.0,0.0,filled_by_consolidated_okr,CP,28087.0,1341498000.0,0.0,0.8635940526909439
1152,XPC,1]NTB,ALL,01]SA,N,a_lmt_fpd,q4,0.0,0.0,filled_by_consolidated_okr,CP,28087.0,1341498000.0,0.0,0.7811014864637492
1153,XPC,1]NTB,ALL,01]SA,ALL,a_lmt_91pM04,q2,0.019134293424499092,0.019134293424499092,nan,CP,61382.0,2135101000.0,0.02024447555408386,0.9451612304493207
1154,XPC,1]NTB,ALL,01]SA,ALL,a_lmt_91pM04,q3,0.017468104952141027,0.017468104952141027,nan,CP,61382.0,2135101000.0,0.02024447555408386,0.8628578648764865
1155,XPC,1]NTB,ALL,01]SA,ALL,a_lmt_91pM04,q4,0.01580191647978296,0.01580191647978296,nan,CP,61382.0,2135101000.0,0.02024447555408386,0.7805544993036524
1156,XPC,1]NTB,ALL,01]SA,ALL,a_lmt_61pM03,q2,0.020781416216391787,0.020781416216391787,nan,CP,61382.0,2135101000.0,0.021956338365257663,0.9464882472969628
1157,XPC,1]NTB,ALL,01]SA,ALL,a_lmt_61pM03,q3,0.018971952535281156,0.018971952535281156,nan,CP,61382.0,2135101000.0,0.021956338365257663,0.8640763418594963
1158,XPC,1]NTB,ALL,01]SA,ALL,a_lmt_61pM03,q4,0.017107656621409596,0.017107656621409596,nan,CP,61382.0,2135101000.0,0.021956338365257663,0.7791671059542279
1159,XPC,1]NTB,ALL,01]SA,ALL,a_lmt_fpd,q2,0.053196060405827576,0.053196060405827576,nan,CP,61382.0,2135101000.0,0.056150973654173736,0.9473755652654383
1160,XPC,1]NTB,ALL,01]SA,ALL,a_lmt_fpd,q3,0.048491646900550314,0.048491646900550314,nan,CP,61382.0,2135101000.0,0.056150973654173736,0.8635940526909439
1161,XPC,1]NTB,ALL,01]SA,ALL,a_lmt_fpd,q4,0.043859608987661926,0.043859608987661926,nan,CP,61382.0,2135101000.0,0.056150973654173736,0.7811014864637492
1162,XPC,1]NTB,ALL,02]SE,Y,a_lmt_91pM04,q2,0.40703103134506496,0.40703103134506496,nan,CP,4910.0,322222000.0,0.43064719354978864,0.9451612304493207
1163,XPC,1]NTB,ALL,02]SE,Y,a_lmt_91pM04,q3,0.3715873179414217,0.3715873179414217,nan,CP,4910.0,322222000.0,0.43064719354978864,0.8628578648764865
1164,XPC,1]NTB,ALL,02]SE,Y,a_lmt_91pM04,q4,0.33614360453777836,0.33614360453777836,nan,CP,4910.0,322222000.0,0.43064719354978864,0.7805544993036524
1165,XPC,1]NTB,ALL,02]SE,Y,a_lmt_61pM03,q2,0.4111714233304416,0.4111714233304416,nan,CP,4910.0,322222000.0,0.4344178858054385,0.9464882472969628
1166,XPC,1]NTB,ALL,02]SE,Y,a_lmt_61pM03,q3,0.3753702176050997,0.3753702176050997,nan,CP,4910.0,322222000.0,0.4344178858054385,0.8640763418594963
1167,XPC,1]NTB,ALL,02]SE,Y,a_lmt_61pM03,q4,0.3384841268577778,0.3384841268577778,nan,CP,4910.0,322222000.0,0.4344178858054385,0.7791671059542279
1168,XPC,1]NTB,ALL,02]SE,Y,a_lmt_fpd,q2,0.4722588779498639,0.4722588779498639,nan,CP,4910.0,322222000.0,0.4984917230977401,0.9473755652654383
1169,XPC,1]NTB,ALL,02]SE,Y,a_lmt_fpd,q3,0.43049448738286916,0.43049448738286916,nan,CP,4910.0,322222000.0,0.4984917230977401,0.8635940526909439
1170,XPC,1]NTB,ALL,02]SE,Y,a_lmt_fpd,q4,0.38937262590152044,0.38937262590152044,nan,CP,4910.0,322222000.0,0.4984917230977401,0.7811014864637492
1171,XPC,1]NTB,ALL,02]SE,N,a_lmt_91pM04,q2,0.0,0.0,filled_by_consolidated_okr,CP,915.0,73381000.0,0.0,0.9451612304493207
1172,XPC,1]NTB,ALL,02]SE,N,a_lmt_91pM04,q3,0.0,0.0,filled_by_consolidated_okr,CP,915.0,73381000.0,0.0,0.8628578648764865
1173,XPC,1]NTB,ALL,02]SE,N,a_lmt_91pM04,q4,0.0,0.0,filled_by_consolidated_okr,CP,915.0,73381000.0,0.0,0.7805544993036524
1174,XPC,1]NTB,ALL,02]SE,N,a_lmt_61pM03,q2,0.0,0.0,filled_by_consolidated_okr,CP,915.0,73381000.0,0.0,0.9464882472969628
1175,XPC,1]NTB,ALL,02]SE,N,a_lmt_61pM03,q3,0.0,0.0,filled_by_consolidated_okr,CP,915.0,73381000.0,0.0,0.8640763418594963
1176,XPC,1]NTB,ALL,02]SE,N,a_lmt_61pM03,q4,0.0,0.0,filled_by_consolidated_okr,CP,915.0,73381000.0,0.0,0.7791671059542279
1177,XPC,1]NTB,ALL,02]SE,N,a_lmt_fpd,q2,0.0,0.0,filled_by_consolidated_okr,CP,915.0,73381000.0,0.0,0.9473755652654383
1178,XPC,1]NTB,ALL,02]SE,N,a_lmt_fpd,q3,0.0,0.0,filled_by_consolidated_okr,CP,915.0,73381000.0,0.0,0.8635940526909439
1179,XPC,1]NTB,ALL,02]SE,N,a_lmt_fpd,q4,0.0,0.0,filled_by_consolidated_okr,CP,915.0,73381000.0,0.0,0.7811014864637492
1180,XPC,1]NTB,ALL,02]SE,ALL,a_lmt_91pM04,q2,0.33153022849187075,0.33153022849187075,nan,CP,5825.0,395603000.0,0.35076579297932525,0.9451612304493207
1181,XPC,1]NTB,ALL,02]SE,ALL,a_lmt_91pM04,q3,0.3026610232018483,0.3026610232018483,nan,CP,5825.0,395603000.0,0.35076579297932525,0.8628578648764865
1182,XPC,1]NTB,ALL,02]SE,ALL,a_lmt_91pM04,q4,0.27379181791182583,0.27379181791182583,nan,CP,5825.0,395603000.0,0.35076579297932525,0.7805544993036524
1183,XPC,1]NTB,ALL,02]SE,ALL,a_lmt_61pM03,q2,0.3349026128931822,0.3349026128931822,nan,CP,5825.0,395603000.0,0.35383705381405095,0.9464882472969628
1184,XPC,1]NTB,ALL,02]SE,ALL,a_lmt_61pM03,q3,0.3057422270739869,0.3057422270739869,nan,CP,5825.0,395603000.0,0.35383705381405095,0.8640763418594963
1185,XPC,1]NTB,ALL,02]SE,ALL,a_lmt_61pM03,q4,0.2756981931996645,0.2756981931996645,nan,CP,5825.0,395603000.0,0.35383705381405095,0.7791671059542279
1186,XPC,1]NTB,ALL,02]SE,ALL,a_lmt_fpd,q2,0.3846588629781903,0.3846588629781903,nan,CP,5825.0,395603000.0,0.406025737924131,0.9473755652654383
1187,XPC,1]NTB,ALL,02]SE,ALL,a_lmt_fpd,q3,0.3506414125107314,0.3506414125107314,nan,CP,5825.0,395603000.0,0.406025737924131,0.8635940526909439
1188,XPC,1]NTB,ALL,02]SE,ALL,a_lmt_fpd,q4,0.3171473074350794,0.3171473074350794,nan,CP,5825.0,395603000.0,0.406025737924131,0.7811014864637492
1189,XPC,1]NTB,ALL,ALL,Y,a_lmt_91pM04,q2,0.1541532068263491,0.1541532068263491,nan,CP,38205.0,1115825000.0,0.1630972598749804,0.9451612304493207
1190,XPC,1]NTB,ALL,ALL,Y,a_lmt_91pM04,q3,0.14072975342293104,0.14072975342293104,nan,CP,38205.0,1115825000.0,0.1630972598749804,0.8628578648764865
1191,XPC,1]NTB,ALL,ALL,Y,a_lmt_91pM04,q4,0.12730630001951299,0.12730630001951299,nan,CP,38205.0,1115825000.0,0.1630972598749804,0.7805544993036524
1192,XPC,1]NTB,ALL,ALL,Y,a_lmt_61pM03,q2,0.1585005721447502,0.1585005721447502,nan,CP,38205.0,1115825000.0,0.1674617435529765,0.9464882472969628
1193,XPC,1]NTB,ALL,ALL,Y,a_lmt_61pM03,q3,0.14469973077066903,0.14469973077066903,nan,CP,38205.0,1115825000.0,0.1674617435529765,0.8640763418594963
1194,XPC,1]NTB,ALL,ALL,Y,a_lmt_61pM03,q4,0.13048068208222177,0.13048068208222177,nan,CP,38205.0,1115825000.0,0.1674617435529765,0.7791671059542279
1195,XPC,1]NTB,ALL,ALL,Y,a_lmt_fpd,q2,0.23816562806829375,0.23816562806829375,nan,CP,38205.0,1115825000.0,0.2513951560504559,0.9473755652654383
1196,XPC,1]NTB,ALL,ALL,Y,a_lmt_fpd,q3,0.2171033616404855,0.2171033616404855,nan,CP,38205.0,1115825000.0,0.2513951560504559,0.8635940526909439
1197,XPC,1]NTB,ALL,ALL,Y,a_lmt_fpd,q4,0.1963651300807973,0.1963651300807973,nan,CP,38205.0,1115825000.0,0.2513951560504559,0.7811014864637492
1198,XPC,1]NTB,ALL,ALL,N,a_lmt_91pM04,q2,0.0,0.0,filled_by_consolidated_okr,CP,29002.0,1414879000.0,0.0,0.9451612304493207
1199,XPC,1]NTB,ALL,ALL,N,a_lmt_91pM04,q3,0.0,0.0,filled_by_consolidated_okr,CP,29002.0,1414879000.0,0.0,0.8628578648764865
1200,XPC,1]NTB,ALL,ALL,N,a_lmt_91pM04,q4,0.0,0.0,filled_by_consolidated_okr,CP,29002.0,1414879000.0,0.0,0.7805544993036524
1201,XPC,1]NTB,ALL,ALL,N,a_lmt_61pM03,q2,0.0,0.0,filled_by_consolidated_okr,CP,29002.0,1414879000.0,0.0,0.9464882472969628
1202,XPC,1]NTB,ALL,ALL,N,a_lmt_61pM03,q3,0.0,0.0,filled_by_consolidated_okr,CP,29002.0,1414879000.0,0.0,0.8640763418594963
1203,XPC,1]NTB,ALL,ALL,N,a_lmt_61pM03,q4,0.0,0.0,filled_by_consolidated_okr,CP,29002.0,1414879000.0,0.0,0.7791671059542279
1204,XPC,1]NTB,ALL,ALL,N,a_lmt_fpd,q2,0.0,0.0,filled_by_consolidated_okr,CP,29002.0,1414879000.0,0.0,0.9473755652654383
1205,XPC,1]NTB,ALL,ALL,N,a_lmt_fpd,q3,0.0,0.0,filled_by_consolidated_okr,CP,29002.0,1414879000.0,0.0,0.8635940526909439
1206,XPC,1]NTB,ALL,ALL,N,a_lmt_fpd,q4,0.0,0.0,filled_by_consolidated_okr,CP,29002.0,1414879000.0,0.0,0.7811014864637492
1207,XPC,1]NTB,ALL,ALL,ALL,a_lmt_91pM04,q2,0.06796843961483089,0.06796843961483089,nan,CP,67207.0,2530704000.0,0.07191200551309043,0.9451612304493207
1208,XPC,1]NTB,ALL,ALL,ALL,a_lmt_91pM04,q3,0.062049839536011335,0.062049839536011335,nan,CP,67207.0,2530704000.0,0.07191200551309043,0.8628578648764865
1209,XPC,1]NTB,ALL,ALL,ALL,a_lmt_91pM04,q4,0.05613123945719179,0.05613123945719179,nan,CP,67207.0,2530704000.0,0.07191200551309043,0.7805544993036524
1210,XPC,1]NTB,ALL,ALL,ALL,a_lmt_61pM03,q2,0.06988525758580058,0.06988525758580058,nan,CP,67207.0,2530704000.0,0.07383637122318533,0.9464882472969628
1211,XPC,1]NTB,ALL,ALL,ALL,a_lmt_61pM03,q3,0.06380026154270976,0.06380026154270976,nan,CP,67207.0,2530704000.0,0.07383637122318533,0.8640763418594963
1212,XPC,1]NTB,ALL,ALL,ALL,a_lmt_61pM03,q4,0.057530871680131344,0.057530871680131344,nan,CP,67207.0,2530704000.0,0.07383637122318533,0.7791671059542279
1213,XPC,1]NTB,ALL,ALL,ALL,a_lmt_fpd,q2,0.10501076456958376,0.10501076456958376,nan,CP,67207.0,2530704000.0,0.11084386004842921,0.9473755652654383
1214,XPC,1]NTB,ALL,ALL,ALL,a_lmt_fpd,q3,0.09572409831513079,0.09572409831513079,nan,CP,67207.0,2530704000.0,0.11084386004842921,0.8635940526909439
1215,XPC,1]NTB,ALL,ALL,ALL,a_lmt_fpd,q4,0.08658030384920784,0.08658030384920784,nan,CP,67207.0,2530704000.0,0.11084386004842921,0.7811014864637492
1216,XPC,2]NTC,01]No-FICO,01]SA,Y,a_lmt_91pM04,q2,0.020092517969775698,0.020092517969775698,nan,CP,11715.0,205802000.0,0.021258296809554815,0.9451612304493207
1217,XPC,2]NTC,01]No-FICO,01]SA,Y,a_lmt_91pM04,q3,0.018342888596003092,0.018342888596003092,nan,CP,11715.0,205802000.0,0.021258296809554815,0.8628578648764865
1218,XPC,2]NTC,01]No-FICO,01]SA,Y,a_lmt_91pM04,q4,0.01659325922223049,0.01659325922223049,nan,CP,11715.0,205802000.0,0.021258296809554815,0.7805544993036524
1219,XPC,2]NTC,01]No-FICO,01]SA,Y,a_lmt_61pM03,q2,0.021845361923890794,0.021845361923890794,nan,CP,11715.0,205802000.0,0.023080436536088083,0.9464882472969628
1220,XPC,2]NTC,01]No-FICO,01]SA,Y,a_lmt_61pM03,q3,0.019943259170623256,0.019943259170623256,nan,CP,11715.0,205802000.0,0.023080436536088083,0.8640763418594963
1221,XPC,2]NTC,01]No-FICO,01]SA,Y,a_lmt_61pM03,q4,0.017983516939983978,0.017983516939983978,nan,CP,11715.0,205802000.0,0.023080436536088083,0.7791671059542279
1222,XPC,2]NTC,01]No-FICO,01]SA,Y,a_lmt_fpd,q2,0.06671153191818704,0.06671153191818704,nan,CP,11715.0,205802000.0,0.07041719711178705,0.9473755652654383
1223,XPC,2]NTC,01]No-FICO,01]SA,Y,a_lmt_fpd,q3,0.06081187263290521,0.06081187263290521,nan,CP,11715.0,205802000.0,0.07041719711178705,0.8635940526909439
1224,XPC,2]NTC,01]No-FICO,01]SA,Y,a_lmt_fpd,q4,0.05500297733662769,0.05500297733662769,nan,CP,11715.0,205802000.0,0.07041719711178705,0.7811014864637492
1225,XPC,2]NTC,01]No-FICO,01]SA,N,a_lmt_91pM04,q2,0.0,0.0,filled_by_consolidated_okr,CP,6450.0,170120000.0,0.0,0.9451612304493207
1226,XPC,2]NTC,01]No-FICO,01]SA,N,a_lmt_91pM04,q3,0.0,0.0,filled_by_consolidated_okr,CP,6450.0,170120000.0,0.0,0.8628578648764865
1227,XPC,2]NTC,01]No-FICO,01]SA,N,a_lmt_91pM04,q4,0.0,0.0,filled_by_consolidated_okr,CP,6450.0,170120000.0,0.0,0.7805544993036524
1228,XPC,2]NTC,01]No-FICO,01]SA,N,a_lmt_61pM03,q2,0.0,0.0,filled_by_consolidated_okr,CP,6450.0,170120000.0,0.0,0.9464882472969628
1229,XPC,2]NTC,01]No-FICO,01]SA,N,a_lmt_61pM03,q3,0.0,0.0,filled_by_consolidated_okr,CP,6450.0,170120000.0,0.0,0.8640763418594963
1230,XPC,2]NTC,01]No-FICO,01]SA,N,a_lmt_61pM03,q4,0.0,0.0,filled_by_consolidated_okr,CP,6450.0,170120000.0,0.0,0.7791671059542279
1231,XPC,2]NTC,01]No-FICO,01]SA,N,a_lmt_fpd,q2,0.0,0.0,filled_by_consolidated_okr,CP,6450.0,170120000.0,0.0,0.9473755652654383
1232,XPC,2]NTC,01]No-FICO,01]SA,N,a_lmt_fpd,q3,0.0,0.0,filled_by_consolidated_okr,CP,6450.0,170120000.0,0.0,0.8635940526909439
1233,XPC,2]NTC,01]No-FICO,01]SA,N,a_lmt_fpd,q4,0.0,0.0,filled_by_consolidated_okr,CP,6450.0,170120000.0,0.0,0.7811014864637492
1234,XPC,2]NTC,01]No-FICO,01]SA,ALL,a_lmt_91pM04,q2,0.010999836091571598,0.010999836091571598,nan,CP,18165.0,375922000.0,0.01163805257473625,0.9451612304493207
1235,XPC,2]NTC,01]No-FICO,01]SA,ALL,a_lmt_91pM04,q3,0.010041985195957217,0.010041985195957217,nan,CP,18165.0,375922000.0,0.01163805257473625,0.8628578648764865
1236,XPC,2]NTC,01]No-FICO,01]SA,ALL,a_lmt_91pM04,q4,0.009084134300342836,0.009084134300342836,nan,CP,18165.0,375922000.0,0.01163805257473625,0.7805544993036524
1237,XPC,2]NTC,01]No-FICO,01]SA,ALL,a_lmt_61pM03,q2,0.011959446839133048,0.011959446839133048,nan,CP,18165.0,375922000.0,0.01263559993828507,0.9464882472969628
1238,XPC,2]NTC,01]No-FICO,01]SA,ALL,a_lmt_61pM03,q3,0.010918122971873442,0.010918122971873442,nan,CP,18165.0,375922000.0,0.01263559993828507,0.8640763418594963
1239,XPC,2]NTC,01]No-FICO,01]SA,ALL,a_lmt_61pM03,q4,0.009845243835908998,0.009845243835908998,nan,CP,18165.0,375922000.0,0.01263559993828507,0.7791671059542279
1240,XPC,2]NTC,01]No-FICO,01]SA,ALL,a_lmt_fpd,q2,0.036521849457671354,0.036521849457671354,nan,CP,18165.0,375922000.0,0.03855055038013205,0.9473755652654383
1241,XPC,2]NTC,01]No-FICO,01]SA,ALL,a_lmt_fpd,q3,0.03329202603624464,0.03329202603624464,nan,CP,18165.0,375922000.0,0.03855055038013205,0.8635940526909439
1242,XPC,2]NTC,01]No-FICO,01]SA,ALL,a_lmt_fpd,q4,0.030111892205916795,0.030111892205916795,nan,CP,18165.0,375922000.0,0.03855055038013205,0.7811014864637492
1243,XPC,2]NTC,01]No-FICO,02]SE,Y,a_lmt_91pM04,q2,0.11607362479673042,0.11607362479673042,nan,CP,10103.0,333585000.0,0.12280827974878966,0.9451612304493207
1244,XPC,2]NTC,01]No-FICO,02]SE,Y,a_lmt_91pM04,q3,0.1059660900531949,0.1059660900531949,nan,CP,10103.0,333585000.0,0.12280827974878966,0.8628578648764865
1245,XPC,2]NTC,01]No-FICO,02]SE,Y,a_lmt_91pM04,q4,0.0958585553096594,0.0958585553096594,nan,CP,10103.0,333585000.0,0.12280827974878966,0.7805544993036524
1246,XPC,2]NTC,01]No-FICO,02]SE,Y,a_lmt_61pM03,q2,0.12266880370411407,0.12266880370411407,nan,CP,10103.0,333585000.0,0.12960414886760496,0.9464882472969628
1247,XPC,2]NTC,01]No-FICO,02]SE,Y,a_lmt_61pM03,q3,0.11198787884333368,0.11198787884333368,nan,CP,10103.0,333585000.0,0.12960414886760496,0.8640763418594963
1248,XPC,2]NTC,01]No-FICO,02]SE,Y,a_lmt_61pM03,q4,0.10098328959283268,0.10098328959283268,nan,CP,10103.0,333585000.0,0.12960414886760496,0.7791671059542279
1249,XPC,2]NTC,01]No-FICO,02]SE,Y,a_lmt_fpd,q2,0.20106792165483392,0.20106792165483392,nan,CP,10103.0,333585000.0,0.21223676124525984,0.9473755652654383
1250,XPC,2]NTC,01]No-FICO,02]SE,Y,a_lmt_fpd,q3,0.1832864047737942,0.1832864047737942,nan,CP,10103.0,333585000.0,0.21223676124525984,0.8635940526909439
1251,XPC,2]NTC,01]No-FICO,02]SE,Y,a_lmt_fpd,q4,0.1657784496909243,0.1657784496909243,nan,CP,10103.0,333585000.0,0.21223676124525984,0.7811014864637492
1252,XPC,2]NTC,01]No-FICO,02]SE,N,a_lmt_91pM04,q2,0.0,0.0,filled_by_consolidated_okr,CP,5190.0,203706000.0,0.0,0.9451612304493207
1253,XPC,2]NTC,01]No-FICO,02]SE,N,a_lmt_91pM04,q3,0.0,0.0,filled_by_consolidated_okr,CP,5190.0,203706000.0,0.0,0.8628578648764865
1254,XPC,2]NTC,01]No-FICO,02]SE,N,a_lmt_91pM04,q4,0.0,0.0,filled_by_consolidated_okr,CP,5190.0,203706000.0,0.0,0.7805544993036524
1255,XPC,2]NTC,01]No-FICO,02]SE,N,a_lmt_61pM03,q2,0.0,0.0,filled_by_consolidated_okr,CP,5190.0,203706000.0,0.0,0.9464882472969628
1256,XPC,2]NTC,01]No-FICO,02]SE,N,a_lmt_61pM03,q3,0.0,0.0,filled_by_consolidated_okr,CP,5190.0,203706000.0,0.0,0.8640763418594963
1257,XPC,2]NTC,01]No-FICO,02]SE,N,a_lmt_61pM03,q4,0.0,0.0,filled_by_consolidated_okr,CP,5190.0,203706000.0,0.0,0.7791671059542279
1258,XPC,2]NTC,01]No-FICO,02]SE,N,a_lmt_fpd,q2,0.0,0.0,filled_by_consolidated_okr,CP,5190.0,203706000.0,0.0,0.9473755652654383
1259,XPC,2]NTC,01]No-FICO,02]SE,N,a_lmt_fpd,q3,0.0,0.0,filled_by_consolidated_okr,CP,5190.0,203706000.0,0.0,0.8635940526909439
1260,XPC,2]NTC,01]No-FICO,02]SE,N,a_lmt_fpd,q4,0.0,0.0,filled_by_consolidated_okr,CP,5190.0,203706000.0,0.0,0.7811014864637492
1261,XPC,2]NTC,01]No-FICO,02]SE,ALL,a_lmt_91pM04,q2,0.07206601288280898,0.07206601288280898,nan,CP,15293.0,537291000.0,0.07624732221459135,0.9451612304493207
1262,XPC,2]NTC,01]No-FICO,02]SE,ALL,a_lmt_91pM04,q3,0.06579060164863179,0.06579060164863179,nan,CP,15293.0,537291000.0,0.07624732221459135,0.8628578648764865
1263,XPC,2]NTC,01]No-FICO,02]SE,ALL,a_lmt_91pM04,q4,0.059515190414454605,0.059515190414454605,nan,CP,15293.0,537291000.0,0.07624732221459135,0.7805544993036524
1264,XPC,2]NTC,01]No-FICO,02]SE,ALL,a_lmt_61pM03,q2,0.0761607264659875,0.0761607264659875,nan,CP,15293.0,537291000.0,0.08046663725988337,0.9464882472969628
1265,XPC,2]NTC,01]No-FICO,02]SE,ALL,a_lmt_61pM03,q3,0.06952931756525507,0.06952931756525507,nan,CP,15293.0,537291000.0,0.08046663725988337,0.8640763418594963
1266,XPC,2]NTC,01]No-FICO,02]SE,ALL,a_lmt_61pM03,q4,0.06269695687965197,0.06269695687965197,nan,CP,15293.0,537291000.0,0.08046663725988337,0.7791671059542279
1267,XPC,2]NTC,01]No-FICO,02]SE,ALL,a_lmt_fpd,q2,0.12483596904699273,0.12483596904699273,nan,CP,15293.0,537291000.0,0.1317703069658714,0.9473755652654383
1268,XPC,2]NTC,01]No-FICO,02]SE,ALL,a_lmt_fpd,q3,0.11379605341698659,0.11379605341698659,nan,CP,15293.0,537291000.0,0.1317703069658714,0.8635940526909439
1269,XPC,2]NTC,01]No-FICO,02]SE,ALL,a_lmt_fpd,q4,0.10292598264282667,0.10292598264282667,nan,CP,15293.0,537291000.0,0.1317703069658714,0.7811014864637492
1270,XPC,2]NTC,01]No-FICO,ALL,Y,a_lmt_91pM04,q2,0.07945223097893181,0.07945223097893181,nan,CP,21818.0,539387000.0,0.08406209270894552,0.9451612304493207
1271,XPC,2]NTC,01]No-FICO,ALL,Y,a_lmt_91pM04,q3,0.07253363783189,0.07253363783189,nan,CP,21818.0,539387000.0,0.08406209270894552,0.8628578648764865
1272,XPC,2]NTC,01]No-FICO,ALL,Y,a_lmt_91pM04,q4,0.06561504468484818,0.06561504468484818,nan,CP,21818.0,539387000.0,0.08406209270894552,0.7805544993036524
1273,XPC,2]NTC,01]No-FICO,ALL,Y,a_lmt_61pM03,q2,0.08419982694854986,0.08419982694854986,nan,CP,21818.0,539387000.0,0.0889602456121486,0.9464882472969628
1274,XPC,2]NTC,01]No-FICO,ALL,Y,a_lmt_61pM03,q3,0.07686844359946768,0.07686844359946768,nan,CP,21818.0,539387000.0,0.0889602456121486,0.8640763418594963
1275,XPC,2]NTC,01]No-FICO,ALL,Y,a_lmt_61pM03,q4,0.06931489711859513,0.06931489711859513,nan,CP,21818.0,539387000.0,0.0889602456121486,0.7791671059542279
1276,XPC,2]NTC,01]No-FICO,ALL,Y,a_lmt_fpd,q2,0.14980451760434438,0.14980451760434438,nan,CP,21818.0,539387000.0,0.15812579835999013,0.9473755652654383
1277,XPC,2]NTC,01]No-FICO,ALL,Y,a_lmt_fpd,q3,0.1365564990406949,0.1365564990406949,nan,CP,21818.0,539387000.0,0.15812579835999013,0.8635940526909439
1278,XPC,2]NTC,01]No-FICO,ALL,Y,a_lmt_fpd,q4,0.12351229614725537,0.12351229614725537,nan,CP,21818.0,539387000.0,0.15812579835999013,0.7811014864637492
1279,XPC,2]NTC,01]No-FICO,ALL,N,a_lmt_91pM04,q2,0.0,0.0,filled_by_consolidated_okr,CP,11640.0,373826000.0,0.0,0.9451612304493207
1280,XPC,2]NTC,01]No-FICO,ALL,N,a_lmt_91pM04,q3,0.0,0.0,filled_by_consolidated_okr,CP,11640.0,373826000.0,0.0,0.8628578648764865
1281,XPC,2]NTC,01]No-FICO,ALL,N,a_lmt_91pM04,q4,0.0,0.0,filled_by_consolidated_okr,CP,11640.0,373826000.0,0.0,0.7805544993036524
1282,XPC,2]NTC,01]No-FICO,ALL,N,a_lmt_61pM03,q2,0.0,0.0,filled_by_consolidated_okr,CP,11640.0,373826000.0,0.0,0.9464882472969628
1283,XPC,2]NTC,01]No-FICO,ALL,N,a_lmt_61pM03,q3,0.0,0.0,filled_by_consolidated_okr,CP,11640.0,373826000.0,0.0,0.8640763418594963
1284,XPC,2]NTC,01]No-FICO,ALL,N,a_lmt_61pM03,q4,0.0,0.0,filled_by_consolidated_okr,CP,11640.0,373826000.0,0.0,0.7791671059542279
1285,XPC,2]NTC,01]No-FICO,ALL,N,a_lmt_fpd,q2,0.0,0.0,filled_by_consolidated_okr,CP,11640.0,373826000.0,0.0,0.9473755652654383
1286,XPC,2]NTC,01]No-FICO,ALL,N,a_lmt_fpd,q3,0.0,0.0,filled_by_consolidated_okr,CP,11640.0,373826000.0,0.0,0.8635940526909439
1287,XPC,2]NTC,01]No-FICO,ALL,N,a_lmt_fpd,q4,0.0,0.0,filled_by_consolidated_okr,CP,11640.0,373826000.0,0.0,0.7811014864637492
1288,XPC,2]NTC,01]No-FICO,ALL,ALL,a_lmt_91pM04,q2,0.046928263735878814,0.046928263735878814,nan,CP,33458.0,913213000.0,0.04965106716614853,0.9451612304493207
1289,XPC,2]NTC,01]No-FICO,ALL,ALL,a_lmt_91pM04,q3,0.042841813803821946,0.042841813803821946,nan,CP,33458.0,913213000.0,0.04965106716614853,0.8628578648764865
1290,XPC,2]NTC,01]No-FICO,ALL,ALL,a_lmt_91pM04,q4,0.038755363871765085,0.038755363871765085,nan,CP,33458.0,913213000.0,0.04965106716614853,0.7805544993036524
1291,XPC,2]NTC,01]No-FICO,ALL,ALL,a_lmt_61pM03,q2,0.04973241955414286,0.04973241955414286,nan,CP,33458.0,913213000.0,0.052544149064895046,0.9464882472969628
