group_number,product_tp,credit_seg,fico_grp,SA_SE,used_in_3mth,okr_type,quarter,okr,modified_okr,remark,cohort_type,n_M00,a_lmt_M00,current_pct_bad,reduced_ratio
3072,KCL_CSA_LOAN,1]NTB,02]FICO,ALL,ALL,a_lmt_91pM04,q4,0.10977908850002517,0.10977908850002517,nan,CP,9765.0,868819000.0,0.13889199016135698,0.7903917884140759
3073,KCL_CSA_LOAN,1]NTB,02]FICO,ALL,ALL,a_lmt_61pM03,q2,0.14428737233852754,0.14428737233852754,nan,CP,9765.0,868819000.0,0.15220431413217253,0.9479847740270357
3074,KCL_CSA_LOAN,1]NTB,02]FICO,ALL,ALL,a_lmt_61pM03,q3,0.13226342464365026,0.13226342464365026,nan,CP,9765.0,868819000.0,0.15220431413217253,0.8689860428581162
3075,KCL_CSA_LOAN,1]NTB,02]FICO,ALL,ALL,a_lmt_61pM03,q4,0.12023947694877296,0.12023947694877296,nan,CP,9765.0,868819000.0,0.15220431413217253,0.7899873116891966
3076,KCL_CSA_LOAN,1]NTB,02]FICO,ALL,ALL,a_lmt_fpd,q2,0.19894800541733734,0.19894800541733734,nan,CP,9765.0,868819000.0,0.20970075470264807,0.9487233639165584
3077,KCL_CSA_LOAN,1]NTB,02]FICO,ALL,ALL,a_lmt_fpd,q3,0.18239553136661485,0.18239553136661485,nan,CP,9765.0,868819000.0,0.20970075470264807,0.8697895800387007
3078,KCL_CSA_LOAN,1]NTB,02]FICO,ALL,ALL,a_lmt_fpd,q4,0.1658430573158924,0.1658430573158924,nan,CP,9765.0,868819000.0,0.20970075470264807,0.7908557961608431
3079,KCL_CSA_LOAN,1]NTB,ALL,01]SA,Y,a_lmt_91pM04,q2,,0.0337,filled_by_consolidated_okr,CP,,1.0,,
3080,KCL_CSA_LOAN,1]NTB,ALL,01]SA,Y,a_lmt_91pM04,q3,,0.0309,filled_by_consolidated_okr,CP,,1.0,,
3081,KCL_CSA_LOAN,1]NTB,ALL,01]SA,Y,a_lmt_91pM04,q4,,0.0281,filled_by_consolidated_okr,CP,,1.0,,
3082,KCL_CSA_LOAN,1]NTB,ALL,01]SA,Y,a_lmt_61pM03,q2,,0.0384,filled_by_consolidated_okr,CP,,1.0,,
3083,KCL_CSA_LOAN,1]NTB,ALL,01]SA,Y,a_lmt_61pM03,q3,,0.0352,filled_by_consolidated_okr,CP,,1.0,,
3084,KCL_CSA_LOAN,1]NTB,ALL,01]SA,Y,a_lmt_61pM03,q4,,0.032,filled_by_consolidated_okr,CP,,1.0,,
3085,KCL_CSA_LOAN,1]NTB,ALL,01]SA,Y,a_lmt_fpd,q2,,0.0625,filled_by_consolidated_okr,CP,,1.0,,
3086,KCL_CSA_LOAN,1]NTB,ALL,01]SA,Y,a_lmt_fpd,q3,,0.0573,filled_by_consolidated_okr,CP,,1.0,,
3087,KCL_CSA_LOAN,1]NTB,ALL,01]SA,Y,a_lmt_fpd,q4,,0.0521,filled_by_consolidated_okr,CP,,1.0,,
3088,KCL_CSA_LOAN,1]NTB,ALL,01]SA,N,a_lmt_91pM04,q2,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3089,KCL_CSA_LOAN,1]NTB,ALL,01]SA,N,a_lmt_91pM04,q3,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3090,KCL_CSA_LOAN,1]NTB,ALL,01]SA,N,a_lmt_91pM04,q4,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3091,KCL_CSA_LOAN,1]NTB,ALL,01]SA,N,a_lmt_61pM03,q2,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3092,KCL_CSA_LOAN,1]NTB,ALL,01]SA,N,a_lmt_61pM03,q3,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3093,KCL_CSA_LOAN,1]NTB,ALL,01]SA,N,a_lmt_61pM03,q4,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3094,KCL_CSA_LOAN,1]NTB,ALL,01]SA,N,a_lmt_fpd,q2,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3095,KCL_CSA_LOAN,1]NTB,ALL,01]SA,N,a_lmt_fpd,q3,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3096,KCL_CSA_LOAN,1]NTB,ALL,01]SA,N,a_lmt_fpd,q4,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3097,KCL_CSA_LOAN,1]NTB,ALL,01]SA,ALL,a_lmt_91pM04,q2,,0.0337,filled_by_consolidated_okr,CP,,1.0,,
3098,KCL_CSA_LOAN,1]NTB,ALL,01]SA,ALL,a_lmt_91pM04,q3,,0.0309,filled_by_consolidated_okr,CP,,1.0,,
3099,KCL_CSA_LOAN,1]NTB,ALL,01]SA,ALL,a_lmt_91pM04,q4,,0.0281,filled_by_consolidated_okr,CP,,1.0,,
3100,KCL_CSA_LOAN,1]NTB,ALL,01]SA,ALL,a_lmt_61pM03,q2,,0.0384,filled_by_consolidated_okr,CP,,1.0,,
3101,KCL_CSA_LOAN,1]NTB,ALL,01]SA,ALL,a_lmt_61pM03,q3,,0.0352,filled_by_consolidated_okr,CP,,1.0,,
3102,KCL_CSA_LOAN,1]NTB,ALL,01]SA,ALL,a_lmt_61pM03,q4,,0.032,filled_by_consolidated_okr,CP,,1.0,,
3103,KCL_CSA_LOAN,1]NTB,ALL,01]SA,ALL,a_lmt_fpd,q2,,0.0625,filled_by_consolidated_okr,CP,,1.0,,
3104,KCL_CSA_LOAN,1]NTB,ALL,01]SA,ALL,a_lmt_fpd,q3,,0.0573,filled_by_consolidated_okr,CP,,1.0,,
3105,KCL_CSA_LOAN,1]NTB,ALL,01]SA,ALL,a_lmt_fpd,q4,,0.0521,filled_by_consolidated_okr,CP,,1.0,,
3106,KCL_CSA_LOAN,1]NTB,ALL,02]SE,Y,a_lmt_91pM04,q2,0.17107047641191028,0.17107047641191028,nan,CP,22611.0,1799817000.0,0.18047168128759758,0.9479075896638561
3107,KCL_CSA_LOAN,1]NTB,ALL,02]SE,Y,a_lmt_91pM04,q3,0.15685690567145483,0.15685690567145483,nan,CP,22611.0,1799817000.0,0.18047168128759758,0.8691496890389661
3108,KCL_CSA_LOAN,1]NTB,ALL,02]SE,Y,a_lmt_91pM04,q4,0.14264333493099937,0.14264333493099937,nan,CP,22611.0,1799817000.0,0.18047168128759758,0.7903917884140759
3109,KCL_CSA_LOAN,1]NTB,ALL,02]SE,Y,a_lmt_61pM03,q2,0.1834700329653578,0.1834700329653578,nan,CP,22611.0,1799817000.0,0.19353689847356703,0.9479847740270357
3110,KCL_CSA_LOAN,1]NTB,ALL,02]SE,Y,a_lmt_61pM03,q3,0.168180863551578,0.168180863551578,nan,CP,22611.0,1799817000.0,0.19353689847356703,0.8689860428581162
3111,KCL_CSA_LOAN,1]NTB,ALL,02]SE,Y,a_lmt_61pM03,q4,0.15289169413779818,0.15289169413779818,nan,CP,22611.0,1799817000.0,0.19353689847356703,0.7899873116891966
3112,KCL_CSA_LOAN,1]NTB,ALL,02]SE,Y,a_lmt_fpd,q2,0.24460785995759313,0.24460785995759313,nan,CP,22611.0,1799817000.0,0.25782843477975814,0.9487233639165584
3113,KCL_CSA_LOAN,1]NTB,ALL,02]SE,Y,a_lmt_fpd,q3,0.22425648600912135,0.22425648600912135,nan,CP,22611.0,1799817000.0,0.25782843477975814,0.8697895800387007
3114,KCL_CSA_LOAN,1]NTB,ALL,02]SE,Y,a_lmt_fpd,q4,0.20390511206064965,0.20390511206064965,nan,CP,22611.0,1799817000.0,0.25782843477975814,0.7908557961608431
3115,KCL_CSA_LOAN,1]NTB,ALL,02]SE,N,a_lmt_91pM04,q2,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3116,KCL_CSA_LOAN,1]NTB,ALL,02]SE,N,a_lmt_91pM04,q3,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3117,KCL_CSA_LOAN,1]NTB,ALL,02]SE,N,a_lmt_91pM04,q4,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3118,KCL_CSA_LOAN,1]NTB,ALL,02]SE,N,a_lmt_61pM03,q2,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3119,KCL_CSA_LOAN,1]NTB,ALL,02]SE,N,a_lmt_61pM03,q3,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3120,KCL_CSA_LOAN,1]NTB,ALL,02]SE,N,a_lmt_61pM03,q4,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3121,KCL_CSA_LOAN,1]NTB,ALL,02]SE,N,a_lmt_fpd,q2,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3122,KCL_CSA_LOAN,1]NTB,ALL,02]SE,N,a_lmt_fpd,q3,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3123,KCL_CSA_LOAN,1]NTB,ALL,02]SE,N,a_lmt_fpd,q4,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3124,KCL_CSA_LOAN,1]NTB,ALL,02]SE,ALL,a_lmt_91pM04,q2,0.17107047641191028,0.17107047641191028,nan,CP,22611.0,1799817000.0,0.18047168128759758,0.9479075896638561
3125,KCL_CSA_LOAN,1]NTB,ALL,02]SE,ALL,a_lmt_91pM04,q3,0.15685690567145483,0.15685690567145483,nan,CP,22611.0,1799817000.0,0.18047168128759758,0.8691496890389661
3126,KCL_CSA_LOAN,1]NTB,ALL,02]SE,ALL,a_lmt_91pM04,q4,0.14264333493099937,0.14264333493099937,nan,CP,22611.0,1799817000.0,0.18047168128759758,0.7903917884140759
3127,KCL_CSA_LOAN,1]NTB,ALL,02]SE,ALL,a_lmt_61pM03,q2,0.1834700329653578,0.1834700329653578,nan,CP,22611.0,1799817000.0,0.19353689847356703,0.9479847740270357
3128,KCL_CSA_LOAN,1]NTB,ALL,02]SE,ALL,a_lmt_61pM03,q3,0.168180863551578,0.168180863551578,nan,CP,22611.0,1799817000.0,0.19353689847356703,0.8689860428581162
3129,KCL_CSA_LOAN,1]NTB,ALL,02]SE,ALL,a_lmt_61pM03,q4,0.15289169413779818,0.15289169413779818,nan,CP,22611.0,1799817000.0,0.19353689847356703,0.7899873116891966
3130,KCL_CSA_LOAN,1]NTB,ALL,02]SE,ALL,a_lmt_fpd,q2,0.24460785995759313,0.24460785995759313,nan,CP,22611.0,1799817000.0,0.25782843477975814,0.9487233639165584
3131,KCL_CSA_LOAN,1]NTB,ALL,02]SE,ALL,a_lmt_fpd,q3,0.22425648600912135,0.22425648600912135,nan,CP,22611.0,1799817000.0,0.25782843477975814,0.8697895800387007
3132,KCL_CSA_LOAN,1]NTB,ALL,02]SE,ALL,a_lmt_fpd,q4,0.20390511206064965,0.20390511206064965,nan,CP,22611.0,1799817000.0,0.25782843477975814,0.7908557961608431
3133,KCL_CSA_LOAN,1]NTB,ALL,ALL,Y,a_lmt_91pM04,q2,0.17107047641191028,0.17107047641191028,nan,CP,22611.0,1799817000.0,0.18047168128759758,0.9479075896638561
3134,KCL_CSA_LOAN,1]NTB,ALL,ALL,Y,a_lmt_91pM04,q3,0.15685690567145483,0.15685690567145483,nan,CP,22611.0,1799817000.0,0.18047168128759758,0.8691496890389661
3135,KCL_CSA_LOAN,1]NTB,ALL,ALL,Y,a_lmt_91pM04,q4,0.14264333493099937,0.14264333493099937,nan,CP,22611.0,1799817000.0,0.18047168128759758,0.7903917884140759
3136,KCL_CSA_LOAN,1]NTB,ALL,ALL,Y,a_lmt_61pM03,q2,0.1834700329653578,0.1834700329653578,nan,CP,22611.0,1799817000.0,0.19353689847356703,0.9479847740270357
3137,KCL_CSA_LOAN,1]NTB,ALL,ALL,Y,a_lmt_61pM03,q3,0.168180863551578,0.168180863551578,nan,CP,22611.0,1799817000.0,0.19353689847356703,0.8689860428581162
3138,KCL_CSA_LOAN,1]NTB,ALL,ALL,Y,a_lmt_61pM03,q4,0.15289169413779818,0.15289169413779818,nan,CP,22611.0,1799817000.0,0.19353689847356703,0.7899873116891966
3139,KCL_CSA_LOAN,1]NTB,ALL,ALL,Y,a_lmt_fpd,q2,0.24460785995759313,0.24460785995759313,nan,CP,22611.0,1799817000.0,0.25782843477975814,0.9487233639165584
3140,KCL_CSA_LOAN,1]NTB,ALL,ALL,Y,a_lmt_fpd,q3,0.22425648600912135,0.22425648600912135,nan,CP,22611.0,1799817000.0,0.25782843477975814,0.8697895800387007
3141,KCL_CSA_LOAN,1]NTB,ALL,ALL,Y,a_lmt_fpd,q4,0.20390511206064965,0.20390511206064965,nan,CP,22611.0,1799817000.0,0.25782843477975814,0.7908557961608431
3142,KCL_CSA_LOAN,1]NTB,ALL,ALL,N,a_lmt_91pM04,q2,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3143,KCL_CSA_LOAN,1]NTB,ALL,ALL,N,a_lmt_91pM04,q3,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3144,KCL_CSA_LOAN,1]NTB,ALL,ALL,N,a_lmt_91pM04,q4,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3145,KCL_CSA_LOAN,1]NTB,ALL,ALL,N,a_lmt_61pM03,q2,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3146,KCL_CSA_LOAN,1]NTB,ALL,ALL,N,a_lmt_61pM03,q3,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3147,KCL_CSA_LOAN,1]NTB,ALL,ALL,N,a_lmt_61pM03,q4,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3148,KCL_CSA_LOAN,1]NTB,ALL,ALL,N,a_lmt_fpd,q2,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3149,KCL_CSA_LOAN,1]NTB,ALL,ALL,N,a_lmt_fpd,q3,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3150,KCL_CSA_LOAN,1]NTB,ALL,ALL,N,a_lmt_fpd,q4,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3151,KCL_CSA_LOAN,1]NTB,ALL,ALL,ALL,a_lmt_91pM04,q2,0.17107047641191028,0.17107047641191028,nan,CP,22611.0,1799817000.0,0.18047168128759758,0.9479075896638561
3152,KCL_CSA_LOAN,1]NTB,ALL,ALL,ALL,a_lmt_91pM04,q3,0.15685690567145483,0.15685690567145483,nan,CP,22611.0,1799817000.0,0.18047168128759758,0.8691496890389661
3153,KCL_CSA_LOAN,1]NTB,ALL,ALL,ALL,a_lmt_91pM04,q4,0.14264333493099937,0.14264333493099937,nan,CP,22611.0,1799817000.0,0.18047168128759758,0.7903917884140759
3154,KCL_CSA_LOAN,1]NTB,ALL,ALL,ALL,a_lmt_61pM03,q2,0.1834700329653578,0.1834700329653578,nan,CP,22611.0,1799817000.0,0.19353689847356703,0.9479847740270357
3155,KCL_CSA_LOAN,1]NTB,ALL,ALL,ALL,a_lmt_61pM03,q3,0.168180863551578,0.168180863551578,nan,CP,22611.0,1799817000.0,0.19353689847356703,0.8689860428581162
3156,KCL_CSA_LOAN,1]NTB,ALL,ALL,ALL,a_lmt_61pM03,q4,0.15289169413779818,0.15289169413779818,nan,CP,22611.0,1799817000.0,0.19353689847356703,0.7899873116891966
3157,KCL_CSA_LOAN,1]NTB,ALL,ALL,ALL,a_lmt_fpd,q2,0.24460785995759313,0.24460785995759313,nan,CP,22611.0,1799817000.0,0.25782843477975814,0.9487233639165584
3158,KCL_CSA_LOAN,1]NTB,ALL,ALL,ALL,a_lmt_fpd,q3,0.22425648600912135,0.22425648600912135,nan,CP,22611.0,1799817000.0,0.25782843477975814,0.8697895800387007
3159,KCL_CSA_LOAN,1]NTB,ALL,ALL,ALL,a_lmt_fpd,q4,0.20390511206064965,0.20390511206064965,nan,CP,22611.0,1799817000.0,0.25782843477975814,0.7908557961608431
3160,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,Y,a_lmt_91pM04,q2,,0.0337,filled_by_consolidated_okr,CP,,1.0,,
3161,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,Y,a_lmt_91pM04,q3,,0.0309,filled_by_consolidated_okr,CP,,1.0,,
3162,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,Y,a_lmt_91pM04,q4,,0.0281,filled_by_consolidated_okr,CP,,1.0,,
3163,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,Y,a_lmt_61pM03,q2,,0.0384,filled_by_consolidated_okr,CP,,1.0,,
3164,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,Y,a_lmt_61pM03,q3,,0.0352,filled_by_consolidated_okr,CP,,1.0,,
3165,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,Y,a_lmt_61pM03,q4,,0.032,filled_by_consolidated_okr,CP,,1.0,,
3166,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,Y,a_lmt_fpd,q2,,0.0625,filled_by_consolidated_okr,CP,,1.0,,
3167,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,Y,a_lmt_fpd,q3,,0.0573,filled_by_consolidated_okr,CP,,1.0,,
3168,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,Y,a_lmt_fpd,q4,,0.0521,filled_by_consolidated_okr,CP,,1.0,,
3169,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,N,a_lmt_91pM04,q2,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3170,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,N,a_lmt_91pM04,q3,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3171,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,N,a_lmt_91pM04,q4,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3172,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,N,a_lmt_61pM03,q2,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3173,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,N,a_lmt_61pM03,q3,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3174,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,N,a_lmt_61pM03,q4,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3175,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,N,a_lmt_fpd,q2,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3176,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,N,a_lmt_fpd,q3,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3177,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,N,a_lmt_fpd,q4,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3178,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,ALL,a_lmt_91pM04,q2,,0.0337,filled_by_consolidated_okr,CP,,1.0,,
3179,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,ALL,a_lmt_91pM04,q3,,0.0309,filled_by_consolidated_okr,CP,,1.0,,
3180,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,ALL,a_lmt_91pM04,q4,,0.0281,filled_by_consolidated_okr,CP,,1.0,,
3181,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,ALL,a_lmt_61pM03,q2,,0.0384,filled_by_consolidated_okr,CP,,1.0,,
3182,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,ALL,a_lmt_61pM03,q3,,0.0352,filled_by_consolidated_okr,CP,,1.0,,
3183,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,ALL,a_lmt_61pM03,q4,,0.032,filled_by_consolidated_okr,CP,,1.0,,
3184,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,ALL,a_lmt_fpd,q2,,0.0625,filled_by_consolidated_okr,CP,,1.0,,
3185,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,ALL,a_lmt_fpd,q3,,0.0573,filled_by_consolidated_okr,CP,,1.0,,
3186,KCL_CSA_LOAN,2]NTC,01]No-FICO,01]SA,ALL,a_lmt_fpd,q4,,0.0521,filled_by_consolidated_okr,CP,,1.0,,
3187,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,Y,a_lmt_91pM04,q2,0.047651110303102304,0.047651110303102304,nan,CP,28434.0,2640811000.0,0.05026978454724704,0.9479075896638561
3188,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,Y,a_lmt_91pM04,q3,0.04369196760729558,0.04369196760729558,nan,CP,28434.0,2640811000.0,0.05026978454724704,0.8691496890389661
3189,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,Y,a_lmt_91pM04,q4,0.039732824911488863,0.039732824911488863,nan,CP,28434.0,2640811000.0,0.05026978454724704,0.7903917884140759
3190,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,Y,a_lmt_61pM03,q2,0.05290751057912689,0.05290751057912689,nan,CP,28434.0,2640811000.0,0.05581050669661706,0.9479847740270357
3191,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,Y,a_lmt_61pM03,q3,0.04849855136419965,0.04849855136419965,nan,CP,28434.0,2640811000.0,0.05581050669661706,0.8689860428581162
3192,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,Y,a_lmt_61pM03,q4,0.04408959214927241,0.04408959214927241,nan,CP,28434.0,2640811000.0,0.05581050669661706,0.7899873116891966
3193,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,Y,a_lmt_fpd,q2,0.0854569572547689,0.0854569572547689,nan,CP,28434.0,2640811000.0,0.09007573809712244,0.9487233639165584
3194,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,Y,a_lmt_fpd,q3,0.07834693841117212,0.07834693841117212,nan,CP,28434.0,2640811000.0,0.09007573809712244,0.8697895800387007
3195,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,Y,a_lmt_fpd,q4,0.07123691956757536,0.07123691956757536,nan,CP,28434.0,2640811000.0,0.09007573809712244,0.7908557961608431
3196,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,N,a_lmt_91pM04,q2,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3197,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,N,a_lmt_91pM04,q3,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3198,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,N,a_lmt_91pM04,q4,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3199,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,N,a_lmt_61pM03,q2,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3200,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,N,a_lmt_61pM03,q3,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3201,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,N,a_lmt_61pM03,q4,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3202,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,N,a_lmt_fpd,q2,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3203,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,N,a_lmt_fpd,q3,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3204,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,N,a_lmt_fpd,q4,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3205,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,ALL,a_lmt_91pM04,q2,0.047651110303102304,0.047651110303102304,nan,CP,28434.0,2640811000.0,0.05026978454724704,0.9479075896638561
3206,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,ALL,a_lmt_91pM04,q3,0.04369196760729558,0.04369196760729558,nan,CP,28434.0,2640811000.0,0.05026978454724704,0.8691496890389661
3207,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,ALL,a_lmt_91pM04,q4,0.039732824911488863,0.039732824911488863,nan,CP,28434.0,2640811000.0,0.05026978454724704,0.7903917884140759
3208,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,ALL,a_lmt_61pM03,q2,0.05290751057912689,0.05290751057912689,nan,CP,28434.0,2640811000.0,0.05581050669661706,0.9479847740270357
3209,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,ALL,a_lmt_61pM03,q3,0.04849855136419965,0.04849855136419965,nan,CP,28434.0,2640811000.0,0.05581050669661706,0.8689860428581162
3210,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,ALL,a_lmt_61pM03,q4,0.04408959214927241,0.04408959214927241,nan,CP,28434.0,2640811000.0,0.05581050669661706,0.7899873116891966
3211,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,ALL,a_lmt_fpd,q2,0.0854569572547689,0.0854569572547689,nan,CP,28434.0,2640811000.0,0.09007573809712244,0.9487233639165584
3212,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,ALL,a_lmt_fpd,q3,0.07834693841117212,0.07834693841117212,nan,CP,28434.0,2640811000.0,0.09007573809712244,0.8697895800387007
3213,KCL_CSA_LOAN,2]NTC,01]No-FICO,02]SE,ALL,a_lmt_fpd,q4,0.07123691956757536,0.07123691956757536,nan,CP,28434.0,2640811000.0,0.09007573809712244,0.7908557961608431
3214,KCL_CSA_LOAN,2]NTC,01]No-FICO,ALL,Y,a_lmt_91pM04,q2,0.047651110303102304,0.047651110303102304,nan,CP,28434.0,2640811000.0,0.05026978454724704,0.9479075896638561
3215,KCL_CSA_LOAN,2]NTC,01]No-FICO,ALL,Y,a_lmt_91pM04,q3,0.04369196760729558,0.04369196760729558,nan,CP,28434.0,2640811000.0,0.05026978454724704,0.8691496890389661
3216,KCL_CSA_LOAN,2]NTC,01]No-FICO,ALL,Y,a_lmt_91pM04,q4,0.039732824911488863,0.039732824911488863,nan,CP,28434.0,2640811000.0,0.05026978454724704,0.7903917884140759
3217,KCL_CSA_LOAN,2]NTC,01]No-FICO,ALL,Y,a_lmt_61pM03,q2,0.05290751057912689,0.05290751057912689,nan,CP,28434.0,2640811000.0,0.05581050669661706,0.9479847740270357
3218,KCL_CSA_LOAN,2]NTC,01]No-FICO,ALL,Y,a_lmt_61pM03,q3,0.04849855136419965,0.04849855136419965,nan,CP,28434.0,2640811000.0,0.05581050669661706,0.8689860428581162
3219,KCL_CSA_LOAN,2]NTC,01]No-FICO,ALL,Y,a_lmt_61pM03,q4,0.04408959214927241,0.04408959214927241,nan,CP,28434.0,2640811000.0,0.05581050669661706,0.7899873116891966
3220,KCL_CSA_LOAN,2]NTC,01]No-FICO,ALL,Y,a_lmt_fpd,q2,0.0854569572547689,0.0854569572547689,nan,CP,28434.0,2640811000.0,0.09007573809712244,0.9487233639165584
3221,KCL_CSA_LOAN,2]NTC,01]No-FICO,ALL,Y,a_lmt_fpd,q3,0.07834693841117212,0.07834693841117212,nan,CP,28434.0,2640811000.0,0.09007573809712244,0.8697895800387007
3222,KCL_CSA_LOAN,2]NTC,01]No-FICO,ALL,Y,a_lmt_fpd,q4,0.07123691956757536,0.07123691956757536,nan,CP,28434.0,2640811000.0,0.09007573809712244,0.7908557961608431
3223,KCL_CSA_LOAN,2]NTC,01]No-FICO,ALL,N,a_lmt_91pM04,q2,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3224,KCL_CSA_LOAN,2]NTC,01]No-FICO,ALL,N,a_lmt_91pM04,q3,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3225,KCL_CSA_LOAN,2]NTC,01]No-FICO,ALL,N,a_lmt_91pM04,q4,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3226,KCL_CSA_LOAN,2]NTC,01]No-FICO,ALL,N,a_lmt_61pM03,q2,,0.0,filled_by_consolidated_okr,CP,,1.0,,
3227,KCL_CSA_LOAN,2]NTC,01]No-FICO,ALL,N,a_lmt_61pM03,q3,,0.0,filled_by_consolidated_okr,CP,,1.0,,
